t,theta1,theta_dot1,theta2,theta_dot2
27.1,0.4763114329076254,-0.602636544177262,2.6389598988893272,-0.38662435914322874
27.2,0.41384688187111596,-0.6457148774239152,2.597830867742197,-0.43655002361931433
27.3,0.3473654474747384,-0.6828851245311371,2.551525382793886,-0.4902106866543034
27.4,0.27748378003226315,-0.7136399353552526,2.499652993699062,-0.5479427258575837
27.5,0.20486610006459832,-0.7375383990490705,2.4417906100236175,-0.6100603415594164
27.6,0.13021663763877744,-0.7542241025581137,2.3774854620116486,-0.6768399176011468
27.7,0.0542703713606405,-0.7634408118556049,2.3062598740723965,-0.7484992356665682
27.8,-0.02221761870800404,-0.7650443266207536,2.2276184140872157,-0.8251706209726668
27.9,-0.0984837438907497,-0.7590093629987772,2.1410580636212035,-0.9068672721405052
28,-0.1737679081848778,-0.7454307758413732,2.0460821122247177,-0.9934424356088848
28.1,-0.2473253413952422,-0.7245189970152801,1.9422184783407168,-1.0845418713275747
28.2,-0.3184377033103497,-0.6965901491323652,1.829043053292005,-1.1795513551563537
28.3,-0.3864229720277713,-0.6620518055779996,1.7062084008431255,-1.2775428645895694
28.4,-0.45064374543911795,-0.6213857434432025,1.5734776595246855,-1.3772255998422458
28.5,-0.5105137314515233,-0.5751292254569055,1.4307627368643212,-1.476910881885342
28.6,-0.5655023572773353,-0.5238563473949941,1.2781648394727965,-1.5745026786969736
28.7,-0.6151375746993125,-0.4681608196174267,1.1160141136791604,-1.667527027292172
28.8,-0.6590070616504513,-0.4086412631543793,0.9449038770895983,-1.7532126590615025
28.9,-0.6967581114623351,-0.345889745250645,0.7657138874819096,-1.8286302584561327
29,-0.7280965540942764,-0.2804839156328665,0.579616786054358,-1.8908882151891828
29.1,-0.7527850725482723,-0.21298277712565708,0.38806272149641075,-1.9373695386332073
29.2,-0.7706412691621879,-0.14392583815363197,0.19273939685048683,-1.965980517092323
29.3,-0.7815357978071888,-0.07383517623715027,-0.004491708989026538,-1.9753715703006898
29.4,-0.7853908225311298,-0.003219807487832585,-0.20167808052841585,-1.9650894736313127
29.5,-0.7821789999404374,0.06741835507860561,-0.39686936169237996,-1.9356301880395403
29.6,-0.7719231042578709,0.1375777149205918,-0.5882102958872414,-1.888381099035782
29.7,-0.7546963396770993,0.20675016863754078,-0.7740227697891942,-1.8254648641761713
29.8,-0.7306233040459414,0.27441503848455634,-0.9528685725647739,-1.7495164226813298
29.9,-0.6998814892960539,0.34003452841340537,-1.1235882313095222,-1.6634340278058883
30,-0.6627031299986343,0.40305142127273536,-1.2853153047275336,-1.5701436528362245
